
param1:[07, 09, 10, 15, 24], param2:[ 04, 12] param3:[ 2023-03-29]
param1:[02, 03, 20, 23, 28], param2:[ 06, 08] param3:[ 2014-08-04]
param1:[02, 08, 12, 29, 30], param2:[ 07, 12] param3:[ 2014-08-02]
param1:[07, 13, 20, 25, 26], param2:[ 08, 11] param3:[ 2014-07-30]
param1:[04, 07, 31, 33, 35], param2:[ 09, 10] param3:[ 2014-07-28]
param1:[06, 08, 27, 29, 35], param2:[ 03, 09] param3:[ 2014-07-26]
param1:[06, 12, 13, 25, 29], param2:[ 11, 12] param3:[ 2014-07-23]
param1:[02, 07, 09, 11, 28], param2:[ 05, 09] param3:[ 2014-07-21]
param1:[18, 20, 24, 33, 35], param2:[ 05, 10] param3:[ 2014-07-19]
param1:[01, 08, 18, 23, 25], param2:[ 08, 12] param3:[ 2014-07-16]
param1:[03, 05, 08, 10, 25], param2:[ 09, 12] param3:[ 2014-07-14]
param1:[17, 20, 23, 25, 27], param2:[ 03, 10] param3:[ 2014-07-12]
param1:[09, 10, 20, 31, 32], param2:[ 06, 10] param3:[ 2014-07-09]
param1:[10, 15, 16, 22, 28], param2:[ 04, 05] param3:[ 2014-07-07]
param1:[09, 16, 26, 31, 32], param2:[ 01, 05] param3:[ 2014-07-05]
param1:[05, 10, 19, 31, 32], param2:[ 09, 10] param3:[ 2014-07-02]
param1:[05, 07, 29, 32, 35], param2:[ 04, 10] param3:[ 2014-06-30]
param1:[06, 11, 22, 27, 30], param2:[ 05, 11] param3:[ 2014-06-28]
param1:[04, 05, 07, 13, 35], param2:[ 05, 06] param3:[ 2014-06-25]
param1:[17, 19, 22, 24, 30], param2:[ 02, 09] param3:[ 2014-06-23]
param1:[04, 14, 15, 22, 23], param2:[ 01, 07] param3:[ 2014-06-21]
param1:[01, 02, 07, 10, 32], param2:[ 04, 12] param3:[ 2014-06-18]
param1:[16, 22, 27, 29, 31], param2:[ 02, 09] param3:[ 2014-06-16]
param1:[05, 15, 24, 29, 35], param2:[ 05, 06] param3:[ 2014-06-14]
param1:[03, 18, 23, 24, 31], param2:[ 03, 07] param3:[ 2014-06-11]
param1:[08, 14, 16, 20, 31], param2:[ 03, 11] param3:[ 2014-06-09]
param1:[07, 12, 19, 31, 33], param2:[ 07, 12] param3:[ 2014-06-07]
param1:[08, 15, 33, 34, 35], param2:[ 01, 08] param3:[ 2014-06-04]
param1:[11, 17, 21, 23, 34], param2:[ 03, 04] param3:[ 2014-06-02]
param1:[04, 07, 17, 24, 25], param2:[ 02, 04] param3:[ 2014-05-31]
param1:[04, 11, 17, 20, 29], param2:[ 06, 10] param3:[ 2014-05-28]
param1:[12, 22, 29, 30, 34], param2:[ 05, 11] param3:[ 2014-05-26]
param1:[07, 15, 17, 25, 29], param2:[ 04, 11] param3:[ 2014-05-24]
param1:[09, 15, 22, 24, 26], param2:[ 02, 07] param3:[ 2014-05-21]
param1:[08, 10, 20, 27, 33], param2:[ 01, 09] param3:[ 2014-05-19]
param1:[12, 18, 28, 29, 35], param2:[ 07, 08] param3:[ 2014-05-17]
param1:[04, 23, 26, 27, 35], param2:[ 10, 11] param3:[ 2014-05-14]
param1:[02, 03, 20, 25, 34], param2:[ 01, 12] param3:[ 2014-05-12]
param1:[02, 11, 17, 27, 30], param2:[ 03, 04] param3:[ 2014-05-10]
param1:[14, 19, 21, 24, 30], param2:[ 02, 07] param3:[ 2014-05-07]
param1:[01, 07, 11, 29, 30], param2:[ 03, 11] param3:[ 2014-05-05]
param1:[10, 18, 27, 28, 35], param2:[ 01, 06] param3:[ 2014-05-03]
param1:[03, 15, 17, 22, 31], param2:[ 03, 05] param3:[ 2014-04-30]
param1:[01, 02, 05, 15, 35], param2:[ 01, 11] param3:[ 2014-04-28]
param1:[06, 17, 18, 30, 34], param2:[ 06, 12] param3:[ 2014-04-26]
param1:[03, 15, 18, 21, 26], param2:[ 01, 06] param3:[ 2014-04-23]
param1:[06, 10, 12, 16, 30], param2:[ 02, 11] param3:[ 2014-04-21]
param1:[22, 23, 25, 27, 35], param2:[ 03, 11] param3:[ 2014-04-19]
param1:[01, 11, 23, 29, 30], param2:[ 01, 12] param3:[ 2014-04-16]
param1:[16, 21, 25, 27, 35], param2:[ 06, 11] param3:[ 2014-04-14]
param1:[05, 07, 11, 15, 18], param2:[ 05, 12] param3:[ 2014-04-12]
param1:[12, 15, 21, 30, 33], param2:[ 02, 08] param3:[ 2014-04-09]
param1:[02, 05, 11, 15, 20], param2:[ 08, 11] param3:[ 2014-04-07]
param1:[07, 08, 12, 20, 32], param2:[ 03, 05] param3:[ 2014-04-05]
param1:[03, 04, 08, 19, 34], param2:[ 02, 04] param3:[ 2014-04-02]
param1:[01, 02, 12, 17, 29], param2:[ 03, 08] param3:[ 2014-03-31]
param1:[09, 12, 14, 28, 29], param2:[ 03, 10] param3:[ 2014-03-29]
param1:[03, 11, 14, 27, 32], param2:[ 05, 07] param3:[ 2014-03-26]
param1:[01, 07, 08, 28, 29], param2:[ 04, 08] param3:[ 2014-03-24]
param1:[02, 05, 06, 09, 31], param2:[ 02, 09] param3:[ 2014-03-22]
param1:[06, 15, 27, 32, 33], param2:[ 03, 04] param3:[ 2014-03-19]
param1:[03, 14, 18, 29, 35], param2:[ 11, 12] param3:[ 2014-03-17]
param1:[03, 21, 22, 23, 35], param2:[ 05, 09] param3:[ 2014-03-15]
param1:[03, 10, 20, 25, 30], param2:[ 10, 12] param3:[ 2014-03-12]
param1:[09, 10, 24, 28, 29], param2:[ 10, 12] param3:[ 2014-03-10]
param1:[05, 10, 12, 15, 26], param2:[ 04, 08] param3:[ 2014-03-08]
param1:[19, 20, 27, 32, 34], param2:[ 06, 08] param3:[ 2014-03-05]
param1:[07, 11, 15, 31, 32], param2:[ 06, 11] param3:[ 2014-03-03]
param1:[04, 13, 15, 29, 33], param2:[ 05, 09] param3:[ 2014-03-01]
param1:[03, 06, 10, 16, 25], param2:[ 10, 11] param3:[ 2014-02-26]
param1:[06, 10, 17, 23, 24], param2:[ 03, 09] param3:[ 2014-02-24]
param1:[01, 14, 17, 30, 35], param2:[ 06, 07] param3:[ 2014-02-22]
param1:[07, 12, 22, 29, 32], param2:[ 11, 12] param3:[ 2014-02-19]
param1:[08, 09, 12, 28, 34], param2:[ 02, 12] param3:[ 2014-02-17]
param1:[05, 10, 11, 23, 34], param2:[ 01, 10] param3:[ 2014-02-15]
param1:[04, 06, 13, 24, 34], param2:[ 04, 09] param3:[ 2014-02-12]
param1:[04, 06, 18, 20, 30], param2:[ 05, 07] param3:[ 2014-02-10]
param1:[01, 09, 11, 27, 29], param2:[ 03, 11] param3:[ 2014-02-08]
param1:[10, 11, 13, 22, 28], param2:[ 04, 12] param3:[ 2014-01-29]
param1:[09, 20, 21, 23, 29], param2:[ 05, 07] param3:[ 2014-01-27]
param1:[04, 06, 14, 24, 35], param2:[ 07, 12] param3:[ 2014-01-25]
param1:[05, 10, 20, 26, 27], param2:[ 01, 03] param3:[ 2014-01-22]
param1:[10, 18, 25, 29, 33], param2:[ 07, 08] param3:[ 2014-01-20]
param1:[11, 13, 20, 28, 35], param2:[ 01, 05] param3:[ 2014-01-18]
param1:[08, 11, 14, 21, 32], param2:[ 03, 11] param3:[ 2014-01-15]
param1:[01, 04, 07, 16, 35], param2:[ 06, 08] param3:[ 2014-01-13]
param1:[15, 17, 18, 29, 33], param2:[ 04, 08] param3:[ 2014-01-11]
param1:[07, 10, 19, 27, 28], param2:[ 09, 12] param3:[ 2014-01-08]
param1:[07, 11, 13, 21, 33], param2:[ 05, 06] param3:[ 2014-01-06]
param1:[01, 12, 21, 24, 29], param2:[ 01, 07] param3:[ 2014-01-04]
param1:[05, 13, 20, 23, 29], param2:[ 08, 11] param3:[ 2014-01-01]
param1:[04, 05, 16, 17, 30], param2:[ 03, 09] param3:[ 2013-12-30]
param1:[09, 12, 14, 18, 19], param2:[ 03, 09] param3:[ 2013-12-28]
param1:[02, 13, 21, 27, 30], param2:[ 03, 04] param3:[ 2013-12-25]
param1:[06, 07, 14, 18, 22], param2:[ 08, 11] param3:[ 2013-12-23]
param1:[06, 07, 08, 09, 13], param2:[ 05, 07] param3:[ 2013-12-21]
param1:[02, 05, 09, 29, 32], param2:[ 03, 07] param3:[ 2013-12-18]
param1:[03, 09, 22, 24, 25], param2:[ 05, 09] param3:[ 2013-12-16]
param1:[06, 07, 15, 25, 31], param2:[ 01, 09] param3:[ 2013-12-14]
param1:[02, 13, 15, 18, 20], param2:[ 02, 11] param3:[ 2013-12-11]
param1:[03, 20, 21, 23, 35], param2:[ 02, 08] param3:[ 2013-12-09]
param1:[03, 08, 14, 21, 31], param2:[ 06, 08] param3:[ 2013-12-07]
param1:[06, 11, 25, 28, 29], param2:[ 04, 12] param3:[ 2013-12-04]
param1:[05, 15, 18, 25, 31], param2:[ 08, 10] param3:[ 2013-12-02]
param1:[01, 12, 17, 26, 28], param2:[ 01, 06] param3:[ 2013-11-30]
param1:[05, 06, 18, 20, 31], param2:[ 06, 07] param3:[ 2013-11-27]
param1:[03, 08, 13, 17, 24], param2:[ 07, 09] param3:[ 2013-11-25]
param1:[04, 12, 32, 33, 34], param2:[ 06, 08] param3:[ 2013-11-23]
param1:[05, 11, 15, 25, 28], param2:[ 05, 11] param3:[ 2013-11-20]
param1:[04, 13, 19, 25, 26], param2:[ 07, 12] param3:[ 2013-11-18]
param1:[02, 13, 19, 23, 32], param2:[ 02, 09] param3:[ 2013-11-16]
param1:[02, 08, 10, 16, 17], param2:[ 09, 12] param3:[ 2013-11-13]
param1:[23, 26, 28, 31, 34], param2:[ 02, 10] param3:[ 2013-11-11]
param1:[12, 15, 29, 30, 31], param2:[ 04, 12] param3:[ 2013-11-09]
param1:[08, 09, 15, 19, 30], param2:[ 06, 09] param3:[ 2013-11-06]
param1:[11, 23, 29, 30, 33], param2:[ 01, 04] param3:[ 2013-11-04]
param1:[11, 13, 27, 33, 35], param2:[ 01, 02] param3:[ 2013-11-02]
param1:[03, 14, 16, 19, 32], param2:[ 05, 10] param3:[ 2013-10-30]
param1:[09, 10, 15, 18, 30], param2:[ 03, 06] param3:[ 2013-10-28]
param1:[04, 08, 14, 23, 28], param2:[ 04, 08] param3:[ 2013-10-26]
param1:[05, 07, 18, 21, 32], param2:[ 10, 11] param3:[ 2013-10-23]
param1:[02, 09, 10, 33, 34], param2:[ 05, 12] param3:[ 2013-10-21]
param1:[15, 17, 20, 24, 35], param2:[ 04, 12] param3:[ 2013-10-19]
param1:[03, 18, 19, 20, 24], param2:[ 03, 12] param3:[ 2013-10-16]
param1:[06, 14, 15, 22, 26], param2:[ 03, 11] param3:[ 2013-10-14]
param1:[01, 02, 16, 23, 35], param2:[ 01, 11] param3:[ 2013-10-12]
param1:[04, 06, 11, 20, 31], param2:[ 01, 05] param3:[ 2013-10-09]
param1:[05, 16, 23, 25, 33], param2:[ 07, 12] param3:[ 2013-10-07]
param1:[13, 22, 23, 30, 33], param2:[ 09, 11] param3:[ 2013-10-05]
param1:[05, 16, 29, 32, 34], param2:[ 04, 11] param3:[ 2013-10-02]
param1:[06, 17, 21, 23, 33], param2:[ 01, 09] param3:[ 2013-09-30]
param1:[19, 21, 23, 28, 30], param2:[ 08, 12] param3:[ 2013-09-28]
param1:[02, 10, 20, 22, 29], param2:[ 05, 12] param3:[ 2013-09-25]
param1:[07, 12, 13, 20, 27], param2:[ 01, 03] param3:[ 2013-09-23]
param1:[07, 16, 18, 32, 33], param2:[ 02, 07] param3:[ 2013-09-21]
param1:[13, 20, 26, 29, 32], param2:[ 02, 06] param3:[ 2013-09-18]
param1:[05, 10, 13, 15, 18], param2:[ 02, 11] param3:[ 2013-09-16]
param1:[07, 13, 14, 18, 25], param2:[ 05, 12] param3:[ 2013-09-14]
param1:[06, 07, 12, 13, 27], param2:[ 03, 12] param3:[ 2013-09-11]
param1:[07, 13, 27, 30, 34], param2:[ 01, 12] param3:[ 2013-09-09]
param1:[02, 05, 11, 27, 29], param2:[ 01, 11] param3:[ 2013-09-07]
param1:[05, 08, 13, 16, 31], param2:[ 03, 09] param3:[ 2013-09-04]
param1:[06, 12, 15, 19, 26], param2:[ 02, 11] param3:[ 2013-09-02]
param1:[04, 09, 13, 15, 32], param2:[ 02, 09] param3:[ 2013-08-31]
param1:[09, 12, 24, 26, 30], param2:[ 05, 09] param3:[ 2013-08-28]
param1:[04, 11, 28, 30, 33], param2:[ 05, 12] param3:[ 2013-08-26]
param1:[02, 06, 16, 29, 34], param2:[ 10, 11] param3:[ 2013-08-24]
param1:[07, 08, 13, 17, 32], param2:[ 03, 08] param3:[ 2013-08-21]
param1:[17, 19, 20, 22, 26], param2:[ 06, 08] param3:[ 2013-08-19]
param1:[03, 17, 28, 30, 33], param2:[ 01, 10] param3:[ 2013-08-17]
param1:[03, 28, 33, 34, 35], param2:[ 06, 09] param3:[ 2013-08-14]
param1:[01, 05, 17, 18, 26], param2:[ 05, 07] param3:[ 2013-08-12]
param1:[07, 10, 21, 27, 33], param2:[ 03, 09] param3:[ 2013-08-10]
param1:[04, 09, 28, 34, 35], param2:[ 02, 08] param3:[ 2013-08-07]
param1:[02, 26, 30, 31, 33], param2:[ 11, 12] param3:[ 2013-08-05]
param1:[06, 07, 23, 24, 29], param2:[ 04, 11] param3:[ 2013-08-03]
param1:[03, 05, 08, 33, 35], param2:[ 01, 03] param3:[ 2013-07-31]
param1:[09, 12, 22, 32, 34], param2:[ 02, 04] param3:[ 2013-07-29]
param1:[09, 16, 26, 29, 31], param2:[ 06, 09] param3:[ 2013-07-27]
param1:[08, 19, 23, 27, 32], param2:[ 03, 05] param3:[ 2013-07-24]
param1:[08, 22, 26, 29, 35], param2:[ 01, 05] param3:[ 2013-07-22]
param1:[26, 29, 30, 32, 35], param2:[ 04, 10] param3:[ 2013-07-20]
param1:[03, 09, 25, 26, 33], param2:[ 03, 12] param3:[ 2013-07-17]
param1:[07, 09, 15, 17, 23], param2:[ 02, 07] param3:[ 2013-07-15]
param1:[06, 21, 23, 27, 31], param2:[ 04, 06] param3:[ 2013-07-13]
param1:[09, 10, 17, 21, 34], param2:[ 01, 07] param3:[ 2013-07-10]
param1:[02, 07, 23, 31, 33], param2:[ 02, 08] param3:[ 2013-07-08]
param1:[24, 26, 30, 32, 35], param2:[ 06, 12] param3:[ 2013-07-06]
param1:[13, 15, 16, 26, 27], param2:[ 09, 10] param3:[ 2013-07-03]
param1:[01, 11, 13, 19, 35], param2:[ 07, 08] param3:[ 2013-07-01]
param1:[06, 14, 20, 24, 32], param2:[ 01, 07] param3:[ 2013-06-29]
param1:[03, 05, 23, 27, 31], param2:[ 02, 06] param3:[ 2013-06-26]
param1:[12, 27, 28, 33, 35], param2:[ 03, 05] param3:[ 2013-06-24]
param1:[13, 19, 26, 27, 28], param2:[ 03, 11] param3:[ 2013-06-22]
param1:[09, 12, 18, 21, 29], param2:[ 01, 08] param3:[ 2013-06-19]
param1:[06, 12, 13, 16, 30], param2:[ 07, 12] param3:[ 2013-06-17]
param1:[10, 17, 27, 34, 35], param2:[ 05, 07] param3:[ 2013-06-15]
param1:[02, 03, 05, 08, 29], param2:[ 10, 12] param3:[ 2013-06-12]
param1:[06, 07, 13, 33, 34], param2:[ 02, 11] param3:[ 2013-06-10]
param1:[09, 28, 31, 34, 35], param2:[ 02, 09] param3:[ 2013-06-08]
param1:[21, 24, 26, 28, 32], param2:[ 01, 03] param3:[ 2013-06-05]
param1:[03, 05, 11, 27, 28], param2:[ 05, 06] param3:[ 2013-06-03]
param1:[01, 05, 08, 09, 12], param2:[ 09, 12] param3:[ 2013-06-01]
param1:[01, 14, 18, 21, 32], param2:[ 05, 10] param3:[ 2013-05-29]
param1:[15, 25, 26, 32, 35], param2:[ 05, 10] param3:[ 2013-05-27]
param1:[03, 08, 11, 24, 27], param2:[ 07, 12] param3:[ 2013-05-25]
param1:[20, 21, 27, 31, 35], param2:[ 07, 11] param3:[ 2013-05-22]
param1:[07, 15, 27, 33, 35], param2:[ 07, 10] param3:[ 2013-05-20]
param1:[11, 22, 30, 32, 35], param2:[ 03, 04] param3:[ 2013-05-18]
param1:[04, 05, 22, 23, 24], param2:[ 03, 09] param3:[ 2013-05-15]
param1:[05, 08, 21, 30, 32], param2:[ 01, 08] param3:[ 2013-05-13]
param1:[13, 31, 33, 34, 35], param2:[ 05, 07] param3:[ 2013-05-11]
param1:[01, 02, 10, 29, 31], param2:[ 01, 10] param3:[ 2013-05-08]
param1:[05, 08, 15, 18, 33], param2:[ 07, 08] param3:[ 2013-05-06]
param1:[14, 22, 30, 32, 33], param2:[ 07, 08] param3:[ 2013-05-04]
param1:[18, 22, 25, 31, 32], param2:[ 04, 06] param3:[ 2013-05-01]
param1:[10, 11, 23, 32, 33], param2:[ 01, 04] param3:[ 2013-04-29]
param1:[12, 20, 28, 30, 35], param2:[ 03, 11] param3:[ 2013-04-27]
param1:[15, 16, 19, 25, 32], param2:[ 05, 11] param3:[ 2013-04-24]
param1:[08, 11, 12, 21, 25], param2:[ 02, 07] param3:[ 2013-04-22]
param1:[07, 11, 13, 18, 28], param2:[ 05, 10] param3:[ 2013-04-20]
param1:[07, 13, 25, 34, 35], param2:[ 07, 09] param3:[ 2013-04-17]
param1:[02, 06, 22, 23, 33], param2:[ 01, 06] param3:[ 2013-04-15]
param1:[03, 13, 14, 15, 34], param2:[ 05, 08] param3:[ 2013-04-13]
param1:[16, 17, 22, 26, 35], param2:[ 03, 10] param3:[ 2013-04-10]
param1:[06, 23, 30, 33, 35], param2:[ 07, 10] param3:[ 2013-04-08]
param1:[01, 19, 24, 25, 26], param2:[ 07, 09] param3:[ 2013-04-06]
param1:[02, 26, 31, 32, 34], param2:[ 06, 08] param3:[ 2013-04-03]
param1:[08, 12, 32, 33, 35], param2:[ 03, 05] param3:[ 2013-04-01]
param1:[05, 14, 28, 32, 34], param2:[ 07, 08] param3:[ 2013-03-30]
param1:[01, 03, 11, 19, 29], param2:[ 04, 08] param3:[ 2013-03-27]
param1:[12, 18, 22, 28, 31], param2:[ 01, 11] param3:[ 2013-03-25]
param1:[12, 27, 28, 33, 35], param2:[ 01, 08] param3:[ 2013-03-23]
param1:[12, 17, 18, 26, 32], param2:[ 10, 11] param3:[ 2013-03-20]
param1:[03, 05, 09, 10, 28], param2:[ 05, 07] param3:[ 2013-03-18]
param1:[05, 07, 17, 25, 26], param2:[ 04, 10] param3:[ 2013-03-16]
param1:[13, 19, 28, 30, 34], param2:[ 08, 12] param3:[ 2013-03-13]
param1:[03, 12, 14, 24, 35], param2:[ 03, 08] param3:[ 2013-03-11]
param1:[02, 10, 16, 30, 33], param2:[ 05, 06] param3:[ 2013-03-09]
param1:[03, 23, 25, 26, 28], param2:[ 10, 12] param3:[ 2013-03-06]
param1:[09, 12, 14, 18, 24], param2:[ 01, 04] param3:[ 2013-03-04]
param1:[05, 19, 24, 26, 35], param2:[ 05, 07] param3:[ 2013-03-02]
param1:[03, 04, 13, 17, 23], param2:[ 03, 08] param3:[ 2013-02-27]
param1:[23, 24, 28, 30, 33], param2:[ 01, 11] param3:[ 2013-02-25]
param1:[06, 11, 20, 31, 32], param2:[ 05, 09] param3:[ 2013-02-23]
param1:[06, 12, 17, 29, 30], param2:[ 07, 11] param3:[ 2013-02-20]
param1:[20, 23, 31, 33, 34], param2:[ 03, 09] param3:[ 2013-02-18]
param1:[11, 14, 22, 29, 34], param2:[ 05, 11] param3:[ 2013-02-16]
param1:[05, 15, 19, 27, 32], param2:[ 08, 09] param3:[ 2013-02-06]
param1:[14, 15, 26, 32, 33], param2:[ 01, 11] param3:[ 2013-02-04]
param1:[05, 08, 25, 29, 31], param2:[ 02, 04] param3:[ 2013-02-02]
param1:[13, 15, 29, 30, 35], param2:[ 01, 11] param3:[ 2013-01-30]
param1:[01, 14, 31, 32, 34], param2:[ 02, 11] param3:[ 2013-01-28]
param1:[01, 02, 08, 15, 23], param2:[ 06, 09] param3:[ 2013-01-26]
param1:[09, 15, 17, 18, 29], param2:[ 09, 11] param3:[ 2013-01-23]
param1:[10, 17, 19, 27, 29], param2:[ 05, 12] param3:[ 2013-01-21]
param1:[02, 07, 25, 29, 34], param2:[ 03, 06] param3:[ 2013-01-19]
param1:[14, 29, 32, 33, 34], param2:[ 03, 06] param3:[ 2013-01-16]
param1:[08, 20, 25, 31, 32], param2:[ 05, 07] param3:[ 2013-01-14]
param1:[18, 22, 26, 28, 31], param2:[ 10, 12] param3:[ 2013-01-12]
param1:[07, 08, 12, 20, 25], param2:[ 03, 07] param3:[ 2013-01-09]
param1:[01, 16, 18, 21, 31], param2:[ 09, 12] param3:[ 2013-01-07]
param1:[04, 20, 27, 31, 32], param2:[ 06, 12] param3:[ 2013-01-05]
param1:[06, 09, 11, 31, 32], param2:[ 05, 11] param3:[ 2013-01-02]
param1:[03, 26, 27, 31, 32], param2:[ 03, 09] param3:[ 2012-12-31]
param1:[08, 09, 10, 13, 22], param2:[ 05, 10] param3:[ 2012-12-29]
param1:[04, 17, 26, 33, 34], param2:[ 02, 08] param3:[ 2012-12-26]
param1:[03, 19, 20, 24, 33], param2:[ 03, 04] param3:[ 2012-12-24]
param1:[02, 14, 18, 24, 31], param2:[ 02, 03] param3:[ 2012-12-22]
param1:[02, 10, 23, 33, 34], param2:[ 05, 10] param3:[ 2012-12-19]
param1:[04, 16, 27, 29, 34], param2:[ 06, 11] param3:[ 2012-12-17]
param1:[02, 03, 17, 19, 33], param2:[ 02, 09] param3:[ 2012-12-15]
param1:[01, 10, 13, 17, 26], param2:[ 06, 08] param3:[ 2012-12-12]
param1:[05, 22, 31, 33, 35], param2:[ 06, 09] param3:[ 2012-12-10]
param1:[11, 13, 14, 21, 29], param2:[ 01, 10] param3:[ 2012-12-08]
param1:[09, 27, 29, 30, 31], param2:[ 03, 06] param3:[ 2012-12-05]
param1:[15, 19, 29, 34, 35], param2:[ 07, 10] param3:[ 2012-12-03]
param1:[03, 11, 19, 23, 34], param2:[ 02, 12] param3:[ 2012-12-01]
param1:[07, 17, 27, 28, 29], param2:[ 09, 10] param3:[ 2012-11-28]
param1:[09, 10, 12, 22, 25], param2:[ 04, 11] param3:[ 2012-11-26]
param1:[13, 17, 27, 31, 33], param2:[ 06, 12] param3:[ 2012-11-24]
param1:[03, 12, 20, 21, 27], param2:[ 01, 06] param3:[ 2012-11-21]
param1:[02, 23, 29, 30, 31], param2:[ 01, 04] param3:[ 2012-11-19]
param1:[03, 05, 17, 18, 33], param2:[ 06, 07] param3:[ 2012-11-17]
param1:[01, 06, 18, 32, 35], param2:[ 02, 07] param3:[ 2012-11-14]
param1:[05, 07, 13, 29, 30], param2:[ 01, 05] param3:[ 2012-11-12]
param1:[05, 08, 21, 25, 33], param2:[ 01, 11] param3:[ 2012-11-10]
param1:[02, 16, 18, 27, 30], param2:[ 08, 12] param3:[ 2012-11-07]
param1:[14, 19, 23, 29, 30], param2:[ 06, 07] param3:[ 2012-11-05]
param1:[01, 07, 21, 28, 31], param2:[ 03, 09] param3:[ 2012-11-03]
param1:[09, 10, 19, 30, 31], param2:[ 04, 11] param3:[ 2012-10-31]
param1:[12, 13, 14, 25, 35], param2:[ 10, 12] param3:[ 2012-10-29]
param1:[13, 14, 21, 28, 29], param2:[ 05, 10] param3:[ 2012-10-27]
param1:[06, 14, 17, 22, 35], param2:[ 01, 02] param3:[ 2012-10-24]
param1:[07, 11, 19, 20, 35], param2:[ 05, 10] param3:[ 2012-10-22]
param1:[05, 08, 18, 30, 33], param2:[ 01, 09] param3:[ 2012-10-20]
param1:[23, 24, 25, 29, 31], param2:[ 03, 12] param3:[ 2012-10-17]
param1:[07, 18, 20, 29, 30], param2:[ 05, 06] param3:[ 2012-10-15]
param1:[02, 10, 21, 23, 29], param2:[ 03, 04] param3:[ 2012-10-13]
param1:[05, 06, 09, 19, 32], param2:[ 06, 09] param3:[ 2012-10-10]
param1:[05, 17, 25, 30, 33], param2:[ 01, 12] param3:[ 2012-10-08]
param1:[01, 12, 18, 21, 33], param2:[ 07, 08] param3:[ 2012-10-06]
param1:[01, 11, 18, 20, 22], param2:[ 07, 10] param3:[ 2012-10-03]
param1:[01, 06, 13, 19, 23], param2:[ 06, 09] param3:[ 2012-10-01]
param1:[03, 06, 21, 33, 35], param2:[ 01, 07] param3:[ 2012-09-29]
param1:[03, 10, 22, 27, 29], param2:[ 03, 12] param3:[ 2012-09-26]
param1:[01, 02, 28, 31, 35], param2:[ 05, 07] param3:[ 2012-09-24]
param1:[01, 24, 25, 30, 33], param2:[ 04, 11] param3:[ 2012-09-22]
param1:[01, 11, 17, 19, 26], param2:[ 05, 12] param3:[ 2012-09-19]
param1:[01, 22, 30, 32, 35], param2:[ 09, 11] param3:[ 2012-09-17]
param1:[06, 07, 12, 24, 35], param2:[ 02, 06] param3:[ 2012-09-15]
param1:[04, 07, 09, 22, 33], param2:[ 01, 03] param3:[ 2012-09-12]
param1:[15, 23, 25, 29, 31], param2:[ 09, 10] param3:[ 2012-09-10]
param1:[05, 06, 14, 15, 31], param2:[ 06, 08] param3:[ 2012-09-08]
param1:[16, 18, 24, 25, 27], param2:[ 04, 09] param3:[ 2012-09-05]
param1:[02, 09, 18, 23, 24], param2:[ 01, 04] param3:[ 2012-09-03]
param1:[02, 04, 06, 13, 35], param2:[ 04, 08] param3:[ 2012-09-01]
param1:[02, 05, 08, 09, 31], param2:[ 03, 07] param3:[ 2012-08-29]
param1:[07, 09, 13, 19, 27], param2:[ 01, 03] param3:[ 2012-08-27]
param1:[12, 18, 24, 25, 32], param2:[ 02, 12] param3:[ 2012-08-25]
param1:[02, 11, 28, 29, 30], param2:[ 06, 12] param3:[ 2012-08-22]
param1:[09, 17, 24, 29, 32], param2:[ 01, 02] param3:[ 2012-08-20]
param1:[05, 10, 19, 24, 35], param2:[ 08, 09] param3:[ 2012-08-18]
param1:[06, 09, 22, 27, 30], param2:[ 08, 12] param3:[ 2012-08-15]
param1:[02, 14, 23, 32, 35], param2:[ 01, 10] param3:[ 2012-08-13]
param1:[02, 16, 21, 31, 33], param2:[ 04, 11] param3:[ 2012-08-11]
param1:[08, 09, 23, 25, 31], param2:[ 02, 12] param3:[ 2012-08-08]
param1:[03, 10, 28, 31, 33], param2:[ 01, 09] param3:[ 2012-08-06]
param1:[02, 21, 27, 29, 33], param2:[ 02, 10] param3:[ 2012-08-04]
param1:[06, 12, 21, 29, 32], param2:[ 06, 11] param3:[ 2012-08-01]
param1:[13, 17, 24, 30, 35], param2:[ 02, 10] param3:[ 2012-07-30]
param1:[01, 06, 07, 21, 31], param2:[ 04, 11] param3:[ 2012-07-28]
param1:[03, 20, 25, 29, 32], param2:[ 05, 10] param3:[ 2012-07-25]
param1:[07, 18, 29, 31, 33], param2:[ 10, 12] param3:[ 2012-07-23]
param1:[21, 24, 27, 29, 31], param2:[ 01, 02] param3:[ 2012-07-21]
param1:[16, 19, 28, 29, 31], param2:[ 05, 08] param3:[ 2012-07-18]
param1:[02, 04, 09, 10, 15], param2:[ 08, 10] param3:[ 2012-07-16]
param1:[10, 16, 17, 30, 35], param2:[ 01, 08] param3:[ 2012-07-14]
param1:[11, 12, 14, 25, 28], param2:[ 02, 05] param3:[ 2012-07-11]
param1:[01, 05, 25, 32, 33], param2:[ 01, 10] param3:[ 2012-07-09]
param1:[01, 02, 23, 25, 35], param2:[ 05, 12] param3:[ 2012-07-07]
param1:[10, 30, 32, 33, 34], param2:[ 02, 03] param3:[ 2012-07-04]
param1:[02, 14, 16, 22, 24], param2:[ 02, 05] param3:[ 2012-07-02]
param1:[07, 09, 10, 18, 22], param2:[ 05, 10] param3:[ 2012-06-30]
param1:[10, 22, 23, 30, 32], param2:[ 01, 07] param3:[ 2012-06-27]
